Keyword,SERP features,Volume,KD,CPC,Previous organic traffic,Current organic traffic,Organic traffic change,Current paid traffic,Previous position,Current position,Position change,Previous URL inside,Previous URL,Current URL inside,Current URL,Previous date,Current date
jason whitlock podcast fearless,"Knowledge panel, People also ask",20,3,0.58,1,2,0,0,5,4,1,,https://www.theblaze.com/podcasts/fearless-with-jason-whitlock,,https://www.theblaze.com/podcasts/fearless-with-jason-whitlock,12/27/2023 22:20,4/9/2024 12:03
pink book lessons host,Image pack,20,0,,1,2,0,0,5,4,1,,https://www.theblaze.com/fearless/squires-pink-book-lessons,,https://www.theblaze.com/fearless/squires-pink-book-lessons,12/31/2023 8:23,4/22/2024 6:39
malik dennison,,40,0,,1,2,0,0,8,7,1,,https://www.theblaze.com/news/homeowner-turns-the-tables-on-two-armed-crooks-who-cops-say-broke-into-his-residence-shooting-one-dead-and-wounding-the-other,,https://www.theblaze.com/news/homeowner-turns-the-tables-on-two-armed-crooks-who-cops-say-broke-into-his-residence-shooting-one-dead-and-wounding-the-other,1/18/2024 3:59,4/19/2024 8:17
david forde cbs,Image pack,30,0,,2,2,0,0,6,6,,,https://www.theblaze.com/news/levy-cbs-trump-arraignment-nyc,,https://www.theblaze.com/news/levy-cbs-trump-arraignment-nyc,1/2/2024 7:32,3/24/2024 23:43
adam leslie robert windsor,,70,0,,,2,,0,,10,New,,,,https://www.theblaze.com/news/tattoo-parlor-owner-sneers-at-conservatives-and-religious-people-in-hate-filled-tiktok-video-shove-a-bible-up-your-a,,4/6/2024 13:08
dave landau the blaze,"Tweet box, People also ask",60,0,,,2,,0,,10,New,,,,https://www.theblaze.com/tag/dave-landau,,4/16/2024 15:17
glenn beck liberty safe,,20,0,,,2,,0,,6,New,,,,https://www.theblaze.com/shows/the-glenn-beck-program/your-voice-works-liberty-safe-responds-to-backlash-over-fbi-backdoor-access,,4/15/2024 12:20
the blaze radio station glenn beck,,10,34,0,0,2,1,0,13,4,9,,https://www.theblaze.com/st/radio,,https://www.theblaze.com/st/radio,1/14/2024 0:27,3/11/2024 13:42
blazw,"Sitelinks, Thumbnail, Knowledge panel",30,76,,,2,,0,,2,New,,,,https://www.theblaze.com/,,3/28/2024 22:49
www levintv,,20,22,1.84,0,2,2,0,80,6,74,,https://www.theblaze.com/newsletters/levintv-newsletter,,https://www.theblaze.com/shows/levintv/,1/11/2024 5:16,3/7/2024 12:14
daniel.horowitz,"Tweet box, Thumbnail, Knowledge panel, Image pack",20,25,,,2,,0,,5,New,,,,https://www.theblaze.com/u/danielhorowitz,,3/29/2024 2:07
alyssa sanchez darrington wa,"Thumbnail, Image pack",70,0,,,2,,0,,10,New,,,,https://www.theblaze.com/news/washington-stab-death-daughter-voices,,4/13/2024 0:28
o reilly factor dennis miller,"People also ask, Image pack",40,1,0,1,2,1,0,13,8,5,,https://www.theblaze.com/shows/the-rubin-report/dennis-miller-bill-oreilly,,https://www.theblaze.com/shows/the-rubin-report/dennis-miller-bill-oreilly,1/8/2024 1:04,3/7/2024 16:49
batman but black,"Thumbnail, People also ask",50,2,,,2,,0,,9,New,,,,https://www.theblaze.com/news/next-batman-dc-comics-remake,,4/15/2024 9:59
rainn wilson tucker carlson,,20,0,,2,2,0,0,4,4,,,https://www.theblaze.com/news/rainn-wilson-agrees-tucker-carlson,,https://www.theblaze.com/news/rainn-wilson-agrees-tucker-carlson,1/3/2024 5:37,4/9/2024 9:59
kaitlin ann glover,,30,1,,,2,,0,,7,New,,,,https://www.theblaze.com/news/teacher-groomed-student-sexual-abuse,,4/13/2024 3:16
steve deace show sponsors,"Tweet box, Image pack",40,0,,1,2,0,0,10,10,,,https://www.theblaze.com/podcasts/steve-deace-show,,https://www.theblaze.com/u/stevedeace,12/28/2023 15:04,4/11/2024 9:42
leticia mcadoo home depot,Thumbnail,20,0,,,2,,0,,5,New,,,,https://www.theblaze.com/news/home-depot-employee-charged-with-allegedly-embezzling-1-2-million-over-15-month-span,,3/28/2024 17:11
danny mullen mugshot,,20,0,,,2,,0,,5,New,,,,https://www.theblaze.com/news/danny-mullen-arrested-appalachia-video,,3/29/2024 6:59
seth dillon jewish,,20,0,,,2,,0,,5,New,,,,https://www.theblaze.com/news/seth-dillon-accused-of-antisemitismseth-dillon-accused-of-antisemitism,,4/11/2024 16:48
destiny villanueva car accident,Image pack,60,4,,,2,,0,,10,New,,,,https://www.theblaze.com/news/watch-bodycam-footage-released-after-los-angeles-teen-burns-to-death-in-horrifying-car-crash,,4/7/2024 9:49
best buy mckinsey,,60,2,,,2,,0,,10,New,,,,https://www.theblaze.com/news/best-buy-boycott-diversity-programs,,4/17/2024 20:13
jason ehitlock,"Tweet box, Knowledge panel, People also ask",50,13,,,2,,0,,10,New,,,,https://www.theblaze.com/u/jasonwhitlock,,3/29/2024 1:48
yuengling beer drag show,"People also ask, Image pack",50,1,,,2,,0,,9,New,,,,https://www.theblaze.com/news/yuengling-drag-queen-show-children,,4/17/2024 9:51
solana saga review,People also ask,60,6,,,2,,0,,10,New,,,,https://www.theblaze.com/return/review-solana-saga-is-the-first-phone-built-around-crypto,,4/16/2024 7:33
stefanie schappert,"Thumbnail, Image pack",80,0,,0,2,1,0,23,10,13,,https://www.theblaze.com/tag/stefanie-schappert,,https://www.theblaze.com/u/stefanieschappert,1/11/2024 12:38,4/4/2024 18:11
lghgtv,"Thumbnail, Image pack",30,0,,1,2,1,0,10,7,3,,https://www.theblaze.com/news/the-north-face-drag-queen,,https://www.theblaze.com/news/the-north-face-drag-queen,1/17/2024 3:06,4/19/2024 19:59
emily donlin iowa dhs,,20,0,,,2,,0,,6,New,,,,https://www.theblaze.com/shows/relatable/story-of-iowa-mom-vs-department-of-health-and-human-services-might-be-the-craziest-thing-youve-ever-heard,,4/12/2024 17:05
hunger games 2023 woke,"People also ask, Discussions, Image pack",20,0,,,2,,0,,5,New,,,,https://www.theblaze.com/shows/pseudo-intellectual/hunger-games-prequel-starring-woke-snow-white-actress-rachel-zegler-flops-on-opening-weekend-heres-why,,4/13/2024 2:13
mckinley minniefield indiana,"Image pack, People also ask",80,2,,1,1,0,0,6,4,2,Image pack,https://www.theblaze.com/news/indiana-bar-backpedals-on-threat-to-kick-out-customers-over-bud-light-after-losing-regulars,Image pack,https://www.theblaze.com/news/indiana-bar-loses-regulars-for-backing-bud-light-accusing-customers-of-bigotry-and-hatred-we-will-not-tolerate-intolerance-here,1/3/2024 16:08,3/29/2024 5:14
phoenix painter,"Thumbnail, Image pack",30,0,,,1,,0,,7,New,,,,https://www.theblaze.com/u/phoenixpainter,,4/15/2024 16:04
rachel dolezal dildo,,40,0,,,1,,0,,8,New,,,,https://www.theblaze.com/news/rachel-dolezal-of-elementary-school,,4/10/2024 8:55
charlie schnell landon,Image pack,50,2,,,1,,0,,9,New,,,,https://www.theblaze.com/news/suicide-racism-charlie-schnell-lawsuit,,4/10/2024 4:51
hanson religion,"Featured snippet, People also ask, Image pack",20,1,,1,1,1,0,8,5,3,,https://www.theblaze.com/news/hanson-brother-ordained-to-diaconate-in-orthodox-christian-church,,https://www.theblaze.com/news/hanson-brother-ordained-to-diaconate-in-orthodox-christian-church,1/7/2024 20:19,4/16/2024 17:11
jason whitlock email,Tweet box,10,6,,1,1,0,0,5,4,1,,https://www.theblaze.com/u/jasonwhitlock,,https://www.theblaze.com/u/jasonwhitlock,1/11/2024 11:09,4/18/2024 2:24
jason whitlovk,"Tweet box, People also ask, Knowledge panel",40,13,,,1,,0,,10,New,,,,https://www.theblaze.com/u/jasonwhitlock,,4/1/2024 1:09
always flexfoam commercial,Image pack,30,0,,2,1,0,0,6,7,-1,,https://www.theblaze.com/news/always-pads-flexfoam,,https://www.theblaze.com/news/always-pads-flexfoam,1/7/2024 6:10,4/4/2024 19:23
gutfeld religion,"Featured snippet, People also ask",20,1,,,1,,0,,6,New,,,,https://www.theblaze.com/news/2014/03/21/non-religious-greg-gutfeld-makes-an-interesting-submission-about-the-church,,4/21/2024 9:46
www.blaze,,10,82,,1,1,0,0,3,3,,,https://www.theblaze.com/,,https://www.theblaze.com/,1/6/2024 5:47,4/10/2024 1:39
best buy mckinsey leadership program,,20,2,3.29,,1,,0,,5,New,,,,https://www.theblaze.com/news/best-buy-boycott-diversity-programs,,4/12/2024 4:24
pat grey,"Knowledge panel, Image pack",60,22,0.47,0,1,1,0,43,9,34,,https://www.theblaze.com/podcasts/pat-gray-unleashed,,https://www.theblaze.com/podcasts/pat-gray-unleashed,1/20/2024 8:56,4/21/2024 1:51
allie stuckey sponsors,,20,14,,0,1,1,0,25,5,20,,https://www.theblaze.com/podcasts/relatable-with-allie-stuckey,,https://www.theblaze.com/align/save-big-on-allie-beth-stuckey-s-christmas-picks,1/21/2024 18:15,4/5/2024 10:30
drag queen exposes himself,People also ask,50,7,,2,1,-1,0,7,9,-2,,https://www.theblaze.com/news/texas-venue-to-stop-hosting-all-ages-drag-queen-events-after-undercover-video-shows-performer-exposing-himself-children,,https://www.theblaze.com/news/texas-venue-to-stop-hosting-all-ages-drag-queen-events-after-undercover-video-shows-performer-exposing-himself-children,1/3/2024 0:17,3/31/2024 8:25
kia commercial participation trophy,Image pack,30,0,0,1,1,0,0,8,8,,,https://www.theblaze.com/news/2015/10/12/kias-new-participation-trophy-commercial-that-aired-during-sunday-night-football-gets-standing-ovation-from-internet,,https://www.theblaze.com/news/2015/10/12/kias-new-participation-trophy-commercial-that-aired-during-sunday-night-football-gets-standing-ovation-from-internet,1/9/2024 13:04,3/6/2024 4:27
kevin da silva charges,Image pack,20,0,,,1,,0,,6,New,,,,https://www.theblaze.com/news/after-street-takeover-driver-hits-onlookers-while-trying-to-elude-cop-brother-of-suspect-speaks-out-hes-a-good-kid-he-messed-up-everybody-has-a-mess-up,,3/29/2024 7:54
exorcist believer woke,,40,2,,,1,,0,,9,New,,,,https://www.theblaze.com/news/exorcist-believer-flop-investment-deficit,,3/29/2024 7:49
teetus deletus,"Image pack, People also ask",40,0,,1,1,0,0,9,8,1,,https://www.theblaze.com/news/former-patients-of-dr-teetus-deletus-speak-out-about-post-op-problems,,https://www.theblaze.com/news/former-patients-of-dr-teetus-deletus-speak-out-about-post-op-problems,1/1/2024 13:55,4/20/2024 22:01
blaze media app,"People also ask, Tweet box",10,22,,1,1,0,0,6,6,,,https://www.theblaze.com/,,https://www.theblaze.com/,1/3/2024 23:56,4/5/2024 2:23
hair pick statue new orleans,"Thumbnail, Image pack, People also ask",30,0,,2,1,0,0,3,3,,Image pack,https://www.theblaze.com/news/hair-pick-statue-new-orleans,Image pack,https://www.theblaze.com/news/hair-pick-statue-new-orleans,1/13/2024 14:10,4/11/2024 20:21
trans student charged after reportedly,,40,16,,,1,,0,,9,New,,,,https://www.theblaze.com/news/trans-student-charged-after-allegedly-assaulting-2-female-students-in-school-bathroom,,3/30/2024 8:09
shaq floating,"Image pack, Thumbnail",30,0,,,1,,0,,8,New,,,,https://www.theblaze.com/news/2013/11/23/why-was-a-shaq-balloon-floating-behind-the-window-of-the-today-show,,4/13/2024 2:36
jason whitlock show,"Tweet box, Image pack",20,6,,,1,,0,,6,New,,,,https://www.theblaze.com/podcasts/fearless-with-jason-whitlock,,4/12/2024 3:11
mtv milo,,30,6,,,1,,0,,8,New,,,,https://www.theblaze.com/news/milo-mtv-transformation-detransition,,4/15/2024 2:28
minnesota professor calls to 'decolonize' and 'dismantle' the us: 'go as hard as possible',,30,3,,,1,,0,,8,New,,,,https://www.theblaze.com/news/lean-into-scaring-them-university-of-minnesota-professor-calls-for-people-to-decolonize-and-dismantle-the-us,,3/28/2024 10:02
4.65 gpa,"People also ask, Image pack",20,15,,,1,,0,,8,New,,,,https://www.theblaze.com/news/asian-american-who-scored-1590-out-of-1600-on-sat-got-465-gpa-says-he-applied-to-harvard-princeton-4-other-elite-colleges-and-they-all-rejected-him,,4/4/2024 3:23
miller time o reilly,"People also ask, Thumbnail, Image pack",40,0,0,1,1,1,0,13,10,3,,https://www.theblaze.com/shows/the-rubin-report/dennis-miller-bill-oreilly,,https://www.theblaze.com/shows/the-rubin-report/dennis-miller-bill-oreilly,1/19/2024 18:35,3/16/2024 5:04
fetterman hump,,10,0,,0,1,1,0,8,3,5,,https://www.theblaze.com/news/fetterman-house-republicans-shutdown-leg,,https://www.theblaze.com/news/fetterman-house-republicans-shutdown-leg,12/31/2023 14:54,4/10/2024 2:26
chalupa eating bastards,Image pack,40,0,,,1,,0,,5,New,,,Image pack,https://www.theblaze.com/news/livestream-remarks-el-paso-tx,,4/6/2024 22:00
glenn beck patriot supply discount,,10,0,3.08,1,1,0,0,4,4,,,https://www.theblaze.com/u/mypatriotsupply,,https://www.theblaze.com/u/mypatriotsupply,1/2/2024 9:37,3/25/2024 6:00
janette bagtas,Image pack,20,0,,1,1,0,0,2,2,,Image pack,https://www.theblaze.com/news/videos-of-middle-schoolers-fighting-in-class-while-teacher-is-present-spurs-outrage-she-responds-what-do-you-want-me-to-do-those-kids-are-bigger-than-me,Image pack,https://www.theblaze.com/news/videos-of-middle-schoolers-fighting-in-class-while-teacher-is-present-spurs-outrage-she-responds-what-do-you-want-me-to-do-those-kids-are-bigger-than-me,1/2/2024 20:29,3/24/2024 8:46
lifeguard tits,,40,0,,,1,,0,,9,New,,,,https://www.theblaze.com/news/female-lifeguard-applicant-who-identifies-as-male-removes-shirt-exposes-bare-breasts-in-front-of-several-dozen-children-at-city-pool,,4/20/2024 1:05
topless lifeguard,,50,0,,1,1,0,0,9,9,,,https://www.theblaze.com/news/female-lifeguard-applicant-who-identifies-as-male-removes-shirt-exposes-bare-breasts-in-front-of-several-dozen-children-at-city-pool,,https://www.theblaze.com/news/female-lifeguard-applicant-who-identifies-as-male-removes-shirt-exposes-bare-breasts-in-front-of-several-dozen-children-at-city-pool,1/5/2024 4:51,4/16/2024 9:27
new orleans hair pick statue cost,"Thumbnail, People also ask, Image pack",20,2,,1,1,0,0,7,6,1,,https://www.theblaze.com/news/hair-pick-statue-new-orleans,,https://www.theblaze.com/news/hair-pick-statue-new-orleans,1/4/2024 10:49,3/27/2024 20:24
pfaadt bible,"People also ask, Image pack",50,1,,,1,,0,,10,New,,,,https://www.theblaze.com/news/brandon-pfaadt-bible-game-7,,4/9/2024 21:32
stu burguiere salary,"People also ask, Image pack",30,0,,,1,,0,,9,New,,,,https://www.theblaze.com/news/2014/06/27/stu-burguiere-ceos-make-a-lot-of-money-so-what,,4/6/2024 14:54
jason ford trinity,People also ask,30,0,,,1,,0,,9,New,,,,https://www.theblaze.com/news/principal-at-elite-nyc-middle-school-encourages-students-to-make-their-own-conclusions-about-hamas,,3/30/2024 3:00
jason whitlock uncle jimmy,People also ask,20,0,,0,1,1,0,14,7,7,,https://www.theblaze.com/fearless/whitlock-uncle-jimmys-covid-battle-teaches-me-a-new-lesson-about-cancel-culture-and-fear,,https://www.theblaze.com/fearless/whitlock-uncle-jimmys-covid-battle-teaches-me-a-new-lesson-about-cancel-culture-and-fear,12/27/2023 0:34,4/22/2024 1:55
shady white van,Thumbnail,20,2,,,1,,0,,6,New,,,,https://www.theblaze.com/news/you-re-not-safe-maryland-woman-warns-tiktok-followers-of-shady-white-van-in-possible-abduction-attempt,,4/8/2024 2:32
jason. whitlock,"Tweet box, Knowledge panel",40,14,,1,1,1,0,13,10,3,,https://www.theblaze.com/u/jasonwhitlock,,https://www.theblaze.com/u/jasonwhitlock,1/17/2024 19:25,4/9/2024 14:53
disney's last 8 releases,"Featured snippet, People also ask, Image pack",40,29,,,1,,0,,9,New,,,,https://www.theblaze.com/news/disney-movies-box-office-loses,,3/28/2024 10:27
boston first responders drag party,"Videos, Image pack",30,8,,,1,,0,,8,New,,,,https://www.theblaze.com/news/4-children-found-hidden-in-bedroom-behind-drag-party-featuring-alcohol-drugs-sex-toys-and-a-dead-man,,3/29/2024 7:10
gilbert arenas gay,Discussions,30,0,,,1,,0,,8,New,,,,https://www.theblaze.com/news/gilbert-arenas-lgbt-language,,3/29/2024 10:47
the news and why it matters podcast,,10,0,,2,1,0,0,3,4,-1,,https://www.theblaze.com/podcasts/the-news-and-why-it-matters,,https://www.theblaze.com/podcasts/sara-gonzales-unfiltered,12/31/2023 13:31,3/22/2024 2:45
tomi dakota pipeline,"People also ask, Image pack",30,0,0,0,1,1,0,20,8,12,,https://www.theblaze.com/video/tomi-to-the-conveniently-ignorant-on-the-dakota-pipeline,,https://www.theblaze.com/video/tomi-to-the-conveniently-ignorant-on-the-dakota-pipeline,1/8/2024 21:12,3/6/2024 19:08
shaq balloon,People also ask,20,0,,1,1,0,0,6,5,1,,https://www.theblaze.com/news/2013/11/23/why-was-a-shaq-balloon-floating-behind-the-window-of-the-today-show,,https://www.theblaze.com/news/2013/11/23/why-was-a-shaq-balloon-floating-behind-the-window-of-the-today-show,12/31/2023 4:09,3/22/2024 10:13
fat women stealing,Image pack,20,0,,,1,,0,,6,New,,,,https://www.theblaze.com/news/ca-shoplifters-stolen-shoes-getaway,,4/4/2024 4:14
greg gutfeld defends tucker,,20,5,,3,1,-2,0,2,6,-4,,https://www.theblaze.com/news/tucker-carlson-fox-news-greg-gutfeld,,https://www.theblaze.com/news/tucker-carlson-fox-news-greg-gutfeld,1/20/2024 9:03,4/20/2024 4:13
drag mom sentenced,"Featured snippet, Thumbnail, Discussions, Image pack",40,6,,0,1,1,0,14,9,5,,https://www.theblaze.com/news/drag-mom-drag-queen-child-sex-crimes,,https://www.theblaze.com/news/drag-mom-drag-queen-child-sex-crimes,1/2/2024 20:57,3/23/2024 21:32
tua sound of freedom,Image pack,40,2,,,1,,0,,9,New,,,,https://www.theblaze.com/news/tua-tagovailoa-movie-sound-freedom,,4/16/2024 3:06
chewing the fat podcast,,10,5,0.59,1,1,0,0,3,3,,,https://www.theblaze.com/podcasts/chewing-the-fat-with-jeff-fisher,,https://www.theblaze.com/podcasts/chewing-the-fat-with-jeff-fisher,1/22/2024 4:01,4/15/2024 18:59
cuties movie nude,People also ask,30,9,,,1,,0,,8,New,,,,https://www.theblaze.com/news/cuties-nudity,,4/21/2024 10:56
milo transformation,Image pack,30,6,,,1,,0,,8,New,,,,https://www.theblaze.com/news/milo-mtv-transformation-detransition,,4/16/2024 23:59
tyrese gibson religion,"People also ask, Image pack",40,0,,2,1,0,0,5,7,-2,,https://www.theblaze.com/news/actor-and-musician-tyrese-gibson-opens-up-about-his-faith-in-jesus-the-spiritual-sickness-of-hollywood-they-re-trying-to-normalize-the-devil,,https://www.theblaze.com/news/actor-and-musician-tyrese-gibson-opens-up-about-his-faith-in-jesus-the-spiritual-sickness-of-hollywood-they-re-trying-to-normalize-the-devil,1/5/2024 22:21,4/16/2024 13:14
gosolar glenn beck,"Tweet box, People also ask, Image pack",20,1,0,1,1,1,0,12,7,5,,https://www.theblaze.com/shows/stu-does-america/glenn-beck-shares-his-personal-experience-with-solar-energy-and-why-you-will-hate-it,,https://www.theblaze.com/shows/stu-does-america/glenn-beck-shares-his-personal-experience-with-solar-energy-and-why-you-will-hate-it,1/13/2024 11:32,3/9/2024 12:45
blaze.com app,People also ask,20,57,,2,1,0,0,5,7,-2,,https://www.theblaze.com/,,https://www.theblaze.com/,1/8/2024 6:26,4/4/2024 13:56
the blaze founder,"People also ask, Knowledge panel, Image pack",20,12,,,1,,0,,6,New,,,,https://www.theblaze.com/tyler-cardon,,4/10/2024 23:45
fearless jason whitlock podcast,"People also ask, Knowledge panel, Image pack",10,4,,1,1,0,0,5,3,2,,https://www.theblaze.com/podcasts/fearless-with-jason-whitlock,,https://www.theblaze.com/podcasts/fearless-with-jason-whitlock,12/28/2023 18:27,4/11/2024 22:05
golf course freakout,,20,0,,,1,,0,,7,New,,,,https://www.theblaze.com/news/test-god-golf-ball-freakout,,4/9/2024 21:57
always infinity commercials,Image pack,20,0,0,1,1,0,0,6,7,-1,,https://www.theblaze.com/news/always-pads-flexfoam,,https://www.theblaze.com/news/always-pads-flexfoam,1/19/2024 9:21,3/18/2024 10:04
malaika friedman,Thumbnail,30,4,,,1,,0,,8,New,,,,https://www.theblaze.com/news/hate-crime-19-year-old-suspect-tore-down-pro-israel-posters-at-columbia-university-clobbered-israeli-student-with-stick-prosecutors-say,,4/15/2024 12:27
jason whitloc,"Tweet box, Thumbnail, Knowledge panel",30,14,,,1,,0,,10,New,,,,https://www.theblaze.com/u/jasonwhitlock,,4/9/2024 16:45
how to church,"People also ask, Image pack",30,3,,,1,,0,,10,New,,,,https://www.theblaze.com/align/how-to-go-to-church,,4/21/2024 3:16
david timothy moon,"Image pack, Discussions",30,0,,,1,,0,,9,New,,,,https://www.theblaze.com/tag/u-s-marshal-david-timothy-moon,,4/17/2024 21:30
kids watch parents have sex,People also ask,30,5,,,1,,0,,9,New,,,,https://www.theblaze.com/shows/the-news-why-it-matters/book-grooming-kids,,4/15/2024 2:55
megan rapinoe fan,"Thumbnail, Image pack",20,0,,,1,,0,,7,New,,,,https://www.theblaze.com/news/megan-rapinoe-ignores-young-fan,,4/13/2024 2:58
is greg gutfeld an atheist,Featured snippet,10,4,,1,1,0,0,6,5,1,,https://www.theblaze.com/news/2014/03/21/non-religious-greg-gutfeld-makes-an-interesting-submission-about-the-church,,https://www.theblaze.com/news/2014/03/21/non-religious-greg-gutfeld-makes-an-interesting-submission-about-the-church,12/31/2023 11:30,4/22/2024 1:12
emily donlin iowa,"Thumbnail, Image pack",20,0,,,1,,0,,7,New,,,,https://www.theblaze.com/shows/relatable/story-of-iowa-mom-vs-department-of-health-and-human-services-might-be-the-craziest-thing-youve-ever-heard,,3/30/2024 0:57
glen becks website,"Tweet box, People also ask",30,75,0,0,1,1,0,43,9,34,,https://www.theblaze.com/,,https://www.theblaze.com/,1/8/2024 21:22,3/6/2024 19:33
blaze casino email,People also ask,40,0,,,1,,0,,9,New,,,,https://www.theblaze.com/contact/,,4/1/2024 4:38
anthropologie backlash,,50,5,,0,1,1,0,15,10,5,,https://www.theblaze.com/news/anthropologie-torched-ad-man-dresses,,https://www.theblaze.com/news/anthropologie-torched-ad-man-dresses,1/20/2024 6:36,4/9/2024 4:46
pink book lessons creator,"People also ask, Image pack",20,0,,1,1,0,0,8,7,1,,https://www.theblaze.com/fearless/squires-pink-book-lessons,,https://www.theblaze.com/fearless/squires-pink-book-lessons,1/15/2024 17:32,4/19/2024 4:18
auron mcintyre,"Tweet box, Knowledge panel, Image pack",20,6,,1,1,0,0,7,7,,,https://www.theblaze.com/u/auronmacintyre,,https://www.theblaze.com/u/auronmacintyre,1/7/2024 21:15,4/11/2024 10:15
unashamed podcast sponsors credit,,20,3,,1,1,0,0,6,6,,,https://www.theblaze.com/podcasts/unashamed-with-phil-robertson,,https://www.theblaze.com/podcasts/unashamed-with-phil-robertson,1/21/2024 2:44,4/20/2024 14:33
teletubby crocs,Thumbnail,20,0,,,1,,0,,6,New,,,,https://www.theblaze.com/news/teletubbies-and-crocs-are-sponsoring-underage-fashion-show-at-rupauls-transvestite-convention,,4/9/2024 23:37
jasom whitlock,"Tweet box, People also ask, Knowledge panel",30,13,,,1,,0,,10,New,,,,https://www.theblaze.com/u/jasonwhitlock,,3/29/2024 1:00
jason hayden charges dropped,,40,5,,2,1,-1,0,7,9,-2,,https://www.theblaze.com/news/jaydon-hayden-criminal-charges-bledsoe,,https://www.theblaze.com/news/jaydon-hayden-criminal-charges-bledsoe,1/3/2024 11:37,4/13/2024 17:11
pearl davis fat,,30,0,,1,1,0,0,8,8,,,https://www.theblaze.com/news/pearl-davis-santina-piers-morgan,,https://www.theblaze.com/news/pearl-davis-santina-piers-morgan,1/3/2024 1:48,3/25/2024 11:24
eric bolling religion,"Featured snippet, People also ask",20,4,0.02,0,1,1,0,19,8,11,,https://www.theblaze.com/news/2012/01/13/foxs-eric-bolling-discusses-faith-his-baseball-past-hateful-atheist-bill-maher-with-the-blaze,,https://www.theblaze.com/news/2012/01/13/foxs-eric-bolling-discusses-faith-his-baseball-past-hateful-atheist-bill-maher-with-the-blaze,1/20/2024 8:02,3/15/2024 8:57
ailin perez only friends,People also ask,40,0,,,1,,0,,10,New,,,,https://www.theblaze.com/news/ailin-perez-ufc-only-fans,,3/30/2024 9:10
mindy kaling transphobic,,20,1,,1,1,0,0,7,7,,,https://www.theblaze.com/news/transgender-mindy-kaling-rowling-tweet,,https://www.theblaze.com/news/transgender-mindy-kaling-rowling-tweet,1/22/2024 15:42,4/13/2024 9:01
george santos barstool,Image pack,30,0,,,1,,0,,9,New,,,,https://www.theblaze.com/news/barstool-billy-football-congressional-run,,4/6/2024 5:42
jersey mike's ceo controversy,People also ask,30,7,,1,1,0,0,7,8,-1,,https://www.theblaze.com/news/jersey-mikes-faces-boycott-over-customers-being-allowed-to-carry-guns,,https://www.theblaze.com/news/jersey-mikes-faces-boycott-over-customers-being-allowed-to-carry-guns,1/1/2024 17:57,4/14/2024 7:07
blaze job alerts,Image pack,30,0,0,1,1,0,0,11,10,1,,https://www.theblaze.com/jobs,,https://www.theblaze.com/jobs,1/19/2024 23:25,3/12/2024 6:29
girlsdoporn 18 year old,,30,12,,,1,,0,,10,New,,,,https://www.theblaze.com/news/girlsdoporn-boss-faces-decades-in-prison-for-sex-trafficking-after-fleeing-the-us-5-years-ago,,4/7/2024 6:30
caitlin clark lesbian?,,20,0,,,1,,0,,8,New,,,,https://www.theblaze.com/shows/fearless-with-jason-whitlock/caitlin-clark-under-attack-for-not-being-a-black-lesbian,,3/28/2024 13:18
theblazetv.com,"Sitelinks, Top stories, People also ask",10,67,,1,1,0,0,3,5,-2,,https://www.theblaze.com/,,https://www.theblaze.com/,12/31/2023 8:15,4/10/2024 7:32
gutfeld defends tucker,,30,6,,4,1,-3,0,3,9,-6,,https://www.theblaze.com/news/tucker-carlson-fox-news-greg-gutfeld,,https://www.theblaze.com/news/tucker-carlson-fox-news-greg-gutfeld,1/20/2024 8:36,4/20/2024 9:19
michael rusk video,People also ask,30,0,,,1,,0,,9,New,,,,https://www.theblaze.com/news/rusk-shoots-gibson-gay-defense,,4/4/2024 9:31
juwan howard white media,"Thumbnail, People also ask, Image pack",20,2,,,1,,0,,7,New,,,,https://www.theblaze.com/archive/white-media-put-juwan-howard-now-former-michigan-basketball-coach-on-hot-seat-reporter-declares-at-news-conference,,4/5/2024 2:36
"toddler lone survivor after wisconsin crash kills 9, including 7 amish community members",,20,2,,,1,,0,,7,New,,,,https://www.theblaze.com/news/god-put-me-there-toddler-only-survivor-after-wisconsin-crash-kills-9-including-7-amish-community-members,,4/12/2024 13:48
zac hanson deacon,"Image pack, People also ask",40,0,,2,1,-1,0,8,10,-2,,https://www.theblaze.com/news/hanson-brother-ordained-to-diaconate-in-orthodox-christian-church,,https://www.theblaze.com/news/hanson-brother-ordained-to-diaconate-in-orthodox-christian-church,12/31/2023 17:32,4/7/2024 23:00
jason whit,"Tweet box, People also ask, Thumbnail, Knowledge panel",30,16,,1,1,0,0,12,10,2,,https://www.theblaze.com/u/jasonwhitlock,,https://www.theblaze.com/u/jasonwhitlock,1/13/2024 17:51,4/19/2024 0:17
blaze l,"Sitelinks, People also ask, Image pack",10,12,,1,1,0,0,5,5,,,https://www.theblaze.com/,,https://www.theblaze.com/,1/8/2024 7:58,4/9/2024 16:43
blaze fm radio,"Sitelinks, Tweet box, Image pack",10,23,0,1,1,0,0,7,5,2,,https://www.theblaze.com/st/radio,,https://www.theblaze.com/st/radio,12/27/2023 16:13,3/19/2024 15:34
tua tagovailoa sound of freedom,Image pack,30,2,,,1,,0,,9,New,,,,https://www.theblaze.com/news/tua-tagovailoa-movie-sound-freedom,,4/14/2024 20:52
alex stein blaze,"Tweet box, People also ask, Image pack",20,10,,,1,,0,,7,New,,,,https://www.theblaze.com/podcasts/prime-time-with-alex-stein,,3/30/2024 6:20
